Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Country of Origin (product.metafields.custom.country_of_origin),Description of the good (product.metafields.custom.description_of_the_good),HS Code (product.metafields.custom.hs_code),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Altersgruppe (product.metafields.shopify.age-group),Farbe (product.metafields.shopify.color-pattern),Stoff (product.metafields.shopify.fabric),Größe (product.metafields.shopify.size),Eigenschaften der Badebekleidung (product.metafields.shopify.swimwear-features),Zielgeschlecht (product.metafields.shopify.target-gender),Ergänzende Produkte (product.metafields.shopify--discovery--product_recommendation.complementary_products),Ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products),Einstellungen für ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products_display),Produktboosts suchen (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
evelyn-pareo-white,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/E4425A15-D404-40F9-8AAD-7E16F48AF270.jpg?v=1745358351,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evelyn-pareo-anthracite,EVELYN PAREO,"<p>Pareo wrap skirt.<br>Versatile multiuse cover-up garment.<br>Can be tied on the hips or above the bust.<br>Simple cover-up for head, shoulders or other parts from the sun.<br>Soft italian twill fabric.</p>",BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Resortwear,pareos,true,Farbe,ANTHRACITE,,Größe,ONE SIZE,,,,,RW-2023-14-15,84.0,shopify,deny,manual,69.00,,true,true,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/evelyn-pareo-anthracite-front.jpg?v=1744707193,1,"",false,Evelyn Pareo - Anthracite,"Pareo wrap skirt.
Versatile multiuse cover-up garment.
Can be tied on the hips or above the bust.
Simple cover-up for head, shoulders or other parts from the sun.
Soft italian twill fabric.",166,,adult,,new,FALSE,,,,,,Germany,Swimwear Bottom,611421,FALSE,erwachsene,blau,polyester,einheitsgrosse,leicht; schnelltrocknend; sonstiges,weiblich,"",maja-top-antharcite; valentina-bottom-anthracite,only manual,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/evelyn-pareo-anthracite-front.jpg?v=1744707193,kg,,,active
evelyn-pareo-anthracite,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/evelyn-pareo-anthracite-back.jpg?v=1744707156,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evelyn-pareo-anthracite,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/6C470430-BE6C-46D1-8709-B95D2193984B.jpg?v=1745358805,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evelyn-pareo-khaki,EVELYN PAREO,"<p>Pareo wrap skirt.<br>Versatile multiuse cover-up garment.<br>Can be tied on the hips or above the bust.<br>Simple cover-up for head, shoulders or other parts from the sun.<br>Soft italian twill fabric.</p>
<!---->",BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Resortwear,pareos,true,Color,KHAKI,,Size,ONE SIZE,,,,,RW-2022-14-14,94.0,shopify,deny,manual,69.00,,true,true,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/evelyn_pareo_khaki_front.jpg?v=1744707316,1,"",false,Evelyn Pareo - Khaki,"Pareo wrap skirt.
Versatile multiuse cover-up garment.
Can be tied on the hips or above the bust.
Simple cover-up for head, shoulders or other parts from the sun.
Soft italian twill fabric.",166,,adult,,new,FALSE,,,,,,Germany,Swimwear Cover-Up,611421,FALSE,erwachsene,,polyester,einheitsgrosse,leicht; schnelltrocknend; sonstiges,weiblich,"",medina-top-khaki; kira-bottom-khaki,only manual,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/evelyn_pareo_khaki_front.jpg?v=1744707316,kg,,,active
evelyn-pareo-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/evelyn-pareo-khaki-back.jpg?v=1744707446,2,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evelyn-pareo-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/EEB54955-2731-4E84-AAD0-3660ACAF39DE.jpg?v=1744707446,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evelyn-pareo-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/F0DB323C-3C35-4177-854F-F992E2FB4024.jpg?v=1745358532,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evelyn-pareo-brown,EVELYN PAREO,"<p>Pareo wrap skirt.<br>Versatile multiuse cover-up garment.<br>Can be tied on the hips or above the bust.<br>Simple cover-up for head, shoulders or other parts from the sun.<br>Soft italian twill fabric.</p>",BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Resortwear,pareos,true,Color,BROWN,,Size,ONE SIZE,,,,,RW-2022-14-16,99.0,shopify,deny,manual,69.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/Evelyn-Pareo-Brown.jpg?v=1712313791,1,"",false,Evelyn Pareo - Brown,"Pareo wrap skirt in Brown.
Versatile multiuse cover-up garment.
Can be tied on the hips or above the bust.
Simple cover-up for head, shoulders or other parts from the sun.
Soft italian twill fabric.",166,,adult,,new,FALSE,,,,,,Germany,Swimwear Bottom,611421,FALSE,erwachsene,braun,polyester,einheitsgrosse,leicht; schnelltrocknend; sonstiges,weiblich,"",rina-top-brown; frida-bottom-brown,only manual,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/Evelyn-Pareo-Brown.jpg?v=1712313791,kg,,,active
evelyn-pareo-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/2023_03_04_bilalithelabel_2925-Kopie.jpg?v=1712253924,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evelyn-pareo-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/evelyn-pareo-brown-resortwear.jpg?v=1744707067,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evelyn-pareo-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/E9F95773-31B9-4EAC-9316-57CDD63C5FE7.jpg?v=1745358710,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maja-top-antharcite,MAJA TOP,<p>Triangle top. <br>Adjustable shoulders straps.<br>Ties at the back.<br>Decorative seam on the edges.<br>Opaque – fully lined.<br>Not padded.<br>Quick drying.<br>Shiny Lycra fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"shiny, swimwear, tops",true,Color,ANTHRACITE,,Size,S,,,,,SS-2025-18-11,34.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/maja-triangle-bikini-top-anthracite.jpg?v=1743750949,1,"Stylish Maja Triangle Bikini Top made of shiny anthracite Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Maja Top - Anthracite,"Triangle top. Adjustable shoulders straps.
Ties at the back.
Decorative seam on the edges.
Opaque – fully lined.
Not padded.
Quick drying.
Shiny Lycra fabric.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,,lycra,s; m; l,schmeichelnde-silhouette; leicht; schnelltrocknend,weiblich,"",valentina-bottom-anthracite; evelyn-pareo-anthracite,only manual,,,kg,,,active
maja-top-antharcite,,,,,,,,,ANTHRACITE,,,M,,,,,SS-2025-18-11,37.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/valentina-brazilian-bikini-bottom-anthracite.jpg?v=1743750877,2,"Stylish Valentina Brazilian Bikini Bottom made of shiny anthracite Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
maja-top-antharcite,,,,,,,,,ANTHRACITE,,,L,,,,,SS-2025-18-11,39.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/anthracite-brazlilian-bikini-bottom-front.jpg?v=1744705344,3,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
maja-top-antharcite,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/30C8E8C8-F15D-498E-8D54-2410CF10ACD4.jpg?v=1744355081,4,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maja-top-champagne,MAJA TOP,<p>Triangle top. <br>Adjustable shoulders straps.<br>Ties at the back.<br>Decorative seam on the edges.<br>Opaque – fully lined.<br>Not padded.<br>Quick drying.<br>Shiny Lycra fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"shiny, swimwear, tops",true,Color,CHAMPAGNE,,Size,S,,,,,SS-2025-18-10,34.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/maja-triangle-bikini-top-champagne.jpg?v=1743750367,1,"Stylish Amara Bikini Top made of champagne Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Maja Top - Champagne ,"Triangle top. Adjustable shoulders straps.
Ties at the back.
Decorative seam on the edges.
Opaque – fully lined.
Not padded.
Quick drying.
Shiny Lycra fabric.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,,lycra,s; m; l,schmeichelnde-silhouette; leicht; schnelltrocknend,weiblich,"",valentina-bottom-champagne; michaela-dress-rose,only manual,,,kg,,,active
maja-top-champagne,,,,,,,,,CHAMPAGNE,,,M,,,,,SS-2025-18-10,37.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/valentina-brazilian-bikini-bottom-champagne.jpg?v=1744190911,2,"Stylish Valentina Brazilian Bikini Bottom made of champagne brown Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
maja-top-champagne,,,,,,,,,CHAMPAGNE,,,L,,,,,SS-2025-18-10,39.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/champagne-triangle-bikini-top-front.jpg?v=1744705207,3,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
maja-top-champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/2DE57C42-54DE-4ADB-9AE6-D881B9EB7D01.jpg?v=1745349718,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valentina-bottom-anthracite,VALENTINA BOTTOM,<p>U-Cut bottom.<br>High-waist cut.<br>Adjustable side tie straps.<br>Decorative seam on the edges.<br>Opaque – fully lined.<br>Not padded.<br>Quick drying.<br>Shiny Lycra fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"bottoms, shiny, swimwear",true,Color,ANTHRACITE,,Size,S,,,,,SS-2025-19-11,34.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/valentina-brazilian-bikini-bottom-anthracite.jpg?v=1743750877,1,"Stylish Valentina Brazilian Bikini Bottom made of shiny anthracite Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Valentina Bottom - Anthracite,"U-Cut bottom.
High-waist cut.
Adjustable side tie straps.
Decorative seam on the edges.
Opaque – fully lined.
Not padded.
Quick drying.
Shiny Lycra fabric.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,,lycra,s; m; l,schnelltrocknend; leicht; elastischer-bund,weiblich,"",evelyn-pareo-anthracite; maja-top-antharcite,only manual,,,kg,,,active
valentina-bottom-anthracite,,,,,,,,,ANTHRACITE,,,M,,,,,SS-2025-19-11,36.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/maja-triangle-bikini-top-anthracite.jpg?v=1743750949,2,"Stylish Maja Triangle Bikini Top made of shiny anthracite Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
valentina-bottom-anthracite,,,,,,,,,ANTHRACITE,,,L,,,,,SS-2025-19-11,40.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/30C8E8C8-F15D-498E-8D54-2410CF10ACD4.jpg?v=1744355081,3,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
valentina-bottom-anthracite,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/anthracite-brazlilian-bikini-bottom-front.jpg?v=1744705344,4,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valentina-bottom-champagne,VALENTINA BOTTOM,<p>U-Cut bottom.<br>High-waist cut.<br>Adjustable side tie straps.<br>Decorative seam on the edges.<br>Opaque – fully lined.<br>Not padded.<br>Quick drying.<br>Shiny Lycra fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"bottoms, shiny, swimwear",true,Color,CHAMPAGNE,,Size,S,,,,,SS-2025-19-09,34.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/valentina-brazilian-bikini-bottom-champagne.jpg?v=1744190911,1,"Stylish Valentina Brazilian Bikini Bottom made of champagne brown Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Valentina Bottom  - Champagne,"U-Cut bottom.
High-waist cut.
Adjustable side tie straps.
Decorative seam on the edges.
Opaque – fully lined.
Not padded.
Quick drying.
Shiny Lycra fabric.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,,lycra,s; m; l,schnelltrocknend; leicht; elastischer-bund,weiblich,"",maja-top-champagne; maxine-pareo-beige; rike-dress-champagne; michaela-dress-rose,only manual,,,kg,,,active
valentina-bottom-champagne,,,,,,,,,CHAMPAGNE,,,M,,,,,SS-2025-19-09,38.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/maja-triangle-bikini-top-champagne.jpg?v=1743750367,2,"Stylish Amara Bikini Top made of champagne Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
valentina-bottom-champagne,,,,,,,,,CHAMPAGNE,,,L,,,,,SS-2025-19-09,40.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/champagne-brazilian-bikini-bottom-back.jpg?v=1744705239,3,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
valentina-bottom-champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/champagne-triangle-bikini-top-front.jpg?v=1744705207,4,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medina-top-khaki,MEDINA TOP,<p>Wrap beandeau top.<br>Ties at the back.<br>Adjustable thick shoulders straps.<br>Ruched sides for adjustable coverage.<br>Decorative seam on the edges.<br>Opaque – fully lined.<br>Not padded.<br>Quick drying.<br>Shiny Lycra fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"shiny, swimwear, tops",true,Color,KHAKI,,Size,S,,,,,SS-2025-16-09,30.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/medina-bandeau-bikini-top-khaki.jpg?v=1743750499,1,"Stylish Medina Bandeau Bikini Top made of shiny khaki Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Medina Top - Khaki ,"Wrap beandeau top.
Ties at the back.
Adjustable thick shoulders straps.
Ruched sides for adjustable coverage.
Decorative seam on the edges.
Opaque – fully lined.
Not padded.
Quick drying.
Shiny Lycra fabric.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,,lycra,s; m; l,schmeichelnde-silhouette; leicht; schnelltrocknend,weiblich,"",kira-bottom-khaki; evelyn-pareo-khaki,only manual,,,kg,,,active
medina-top-khaki,,,,,,,,,KHAKI,,,M,,,,,SS-2025-16-09,33.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/kira-brazilian-bikini-bottom-khaki.jpg?v=1743750654,2,"Stylish Kira Brazilian Bikini Bottom made of shiny khaki Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
medina-top-khaki,,,,,,,,,KHAKI,,,L,,,,,SS-2025-16-09,36.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/901D9136-9E20-4795-93C0-B8B15ABE05CB.jpg?v=1744301879,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
medina-top-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/khaki-thickstrap-brazilian-bikini-bottom-back.jpg?v=1744706105,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kira-bottom-khaki,KIRA BOTTOM,<p>Brazilian bikini bottom.<br>Wide seamless band.<br>Ruched front and back for adjustable coverage.<br>Wrap top.<br>Ties at the back.<br>Opaque – fully lined.<br>Not padded.<br>Quick drying.<br>Shiny finish Lycra.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"bottoms, shiny, swimwear",true,Color,KHAKI,,Size,S,,,,,SS-2025-17-09,44.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/kira-brazilian-bikini-bottom-khaki.jpg?v=1743750654,1,"Stylish Kira Brazilian Bikini Bottom made of shiny khaki Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Kira Bottom - Khaki ,"Brazilian bikini bottom.
Wide seamless band.
Ruched front and back for adjustable coverage.
Wrap top.
Ties at the back.
Opaque – fully lined.
Not padded.
Quick drying.
Shiny finish Lycra.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,gruen,lycra,s; m; l,schnelltrocknend; leicht; elastischer-bund,weiblich,"",medina-top-khaki; evelyn-pareo-khaki,only manual,,,kg,,,active
kira-bottom-khaki,,,,,,,,,KHAKI,,,M,,,,,SS-2025-17-09,50.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/medina-bandeau-bikini-top-khaki.jpg?v=1743750499,2,"Stylish Medina Bandeau Bikini Top made of shiny khaki Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kira-bottom-khaki,,,,,,,,,KHAKI,,,L,,,,,SS-2025-17-09,56.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/brazilian-bikini-bottom-khaki-back.jpg?v=1744564273,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kira-bottom-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/khaki-thickstrap-brazilian-bikini-bottom-back.jpg?v=1744706105,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rina-top-brown,RINA TOP,<p>Sporty wrap top.<br>Adjustable thick shoulders straps.<br>Ruched front seam for adjustable coverage.<br>Ties at the back.<br>Decorative seam on the edges.<br>Opaque – fully lined.<br>Not padded.<br>Quick drying.<br>Shiny Lycra fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"shiny, swimwear, tops",true,Color,BROWN,,Size,S,,,,,SW-2023-20-13,35.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/rina-bandeau-bikini-top-brown.jpg?v=1743751205,1,"Stylish Rina Bandeau Bikini Top made of shiny brown Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Rina Top - Brown ,"Sporty wrap top.
Adjustable thick shoulders straps.
Ruched front seam for adjustable coverage.
Ties at the back.
Decorative seam on the edges.
Opaque – fully lined.
Not padded.
Quick drying.
Shiny Lycra fabric.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,,lycra,s; m; l,schmeichelnde-silhouette; leicht; schnelltrocknend,weiblich,"",frida-bottom-brown; evelyn-pareo-brown,only manual,,,kg,,,active
